CustomerID	FirstName	LastName	Email	Gender	Country	SignupDate	Age	AnnualIncome	IsActive
381	Frank	Miller	user381@example.com	F	UK	2024-01-16	59	52656	True
382	Bob	Williams	user382@example.com	F	USA	2024-01-17	53	85147	True
383	Frank	Williams	user383@example.com	M	UK	2024-01-18	47	79666	True
384	Bob	Williams	user384@example.com	M	UK	2024-01-19	35	112368	True
385	Charlie	Williams	user385@example.com	M	India	2024-01-20	19	68787	False
386	Bob	Smith	user386@example.com	M	India	2024-01-21	66	92946	True
387	Bob	Williams	user387@example.com	F	India	2024-01-22	30	51727	False
388	Bob	Miller	user388@example.com	F	India	2024-01-23	21	98056	False
389	Alice	Brown	user389@example.com	F	Australia	2024-01-24	43	33081	False
390	Alice	Brown	user390@example.com	M	Canada	2024-01-25	42	64196	True
391	Alice	Smith	user391@example.com	F	USA	2024-01-26	47	66735	False
392	Charlie	Williams	user392@example.com	M	UK	2024-01-27	28	110102	False
393	Frank	Williams	user393@example.com	F	Australia	2024-01-28	24	109578	False
394	Eve	Williams	user394@example.com	M	USA	2024-01-29	48	55498	True
395	Bob	Jones	user395@example.com	M	Australia	2024-01-30	61	106865	True
396	Bob	Johnson	user396@example.com	F	Australia	2024-01-31	27	61656	False
397	Charlie	Jones	user397@example.com	F	UK	2024-02-01	56	97695	True
398	Bob	Johnson	user398@example.com	F	Canada	2024-02-02	30	67900	False
399	Alice	Williams	user399@example.com	F	India	2024-02-03	48	114899	False
400	Eve	Williams	user400@example.com	M	Canada	2024-02-04	24	77701	True
401	Diana	Jones	user401@example.com	F	UK	2024-02-05	66	49033	False
402	Bob	Jones	user402@example.com	F	UK	2024-02-06	59	40805	True
403	Alice	Johnson	user403@example.com	F	UK	2024-02-07	59	65851	True
404	Diana	Brown	user404@example.com	M	USA	2024-02-08	53	56832	False
405	Eve	Johnson	user405@example.com	M	Canada	2024-02-09	37	93437	True
406	Diana	Jones	user406@example.com	F	Canada	2024-02-10	21	43944	True
407	Alice	Miller	user407@example.com	M	Australia	2024-02-11	24	49873	False
408	Frank	Jones	user408@example.com	F	Australia	2024-02-12	18	70372	False
409	Frank	Miller	user409@example.com	M	Australia	2024-02-13	61	119464	True
410	Diana	Smith	user410@example.com	M	UK	2024-02-14	62	45379	True
411	Charlie	Jones	user411@example.com	M	Canada	2024-02-15	59	66751	False
412	Diana	Smith	user412@example.com	M	UK	2024-02-16	64	119822	True
413	Bob	Brown	user413@example.com	F	USA	2024-02-17	30	35110	True
414	Bob	Johnson	user414@example.com	F	Australia	2024-02-18	39	84341	True
415	Frank	Miller	user415@example.com	F	UK	2024-02-19	38	42087	True
416	Charlie	Johnson	user416@example.com	M	UK	2024-02-20	39	53762	True
417	Alice	Smith	user417@example.com	F	USA	2024-02-21	45	112617	True
418	Bob	Miller	user418@example.com	F	India	2024-02-22	26	39596	True
419	Frank	Johnson	user419@example.com	F	Canada	2024-02-23	43	48313	False
420	Eve	Jones	user420@example.com	M	India	2024-02-24	26	96549	False
421	Frank	Williams	user421@example.com	M	Australia	2024-02-25	32	53705	False
422	Bob	Smith	user422@example.com	M	UK	2024-02-26	27	97364	False
423	Bob	Johnson	user423@example.com	F	USA	2024-02-27	41	103445	False
424	Frank	Smith	user424@example.com	F	USA	2024-02-28	59	108645	True
425	Alice	Smith	user425@example.com	F	Canada	2024-02-29	25	32023	True
426	Diana	Miller	user426@example.com	M	India	2024-03-01	41	89796	True
427	Bob	Miller	user427@example.com	M	Canada	2024-03-02	33	110073	True
428	Frank	Williams	user428@example.com	F	UK	2024-03-03	66	94429	False
429	Frank	Jones	user429@example.com	M	Canada	2024-03-04	43	91627	True
430	Charlie	Smith	user430@example.com	M	USA	2024-03-05	44	63848	True
431	Diana	Johnson	user431@example.com	M	USA	2024-03-06	54	67804	False
432	Eve	Brown	user432@example.com	M	Australia	2024-03-07	21	45379	True
433	Alice	Smith	user433@example.com	F	Australia	2024-03-08	67	89664	True
434	Eve	Smith	user434@example.com	M	UK	2024-03-09	41	57766	False
435	Diana	Williams	user435@example.com	M	India	2024-03-10	36	98099	True
436	Diana	Jones	user436@example.com	M	Canada	2024-03-11	53	66060	True
437	Diana	Brown	user437@example.com	M	UK	2024-03-12	56	99122	True
438	Eve	Miller	user438@example.com	F	Australia	2024-03-13	27	46087	True
439	Diana	Miller	user439@example.com	F	Canada	2024-03-14	42	78868	True
440	Frank	Johnson	user440@example.com	M	Australia	2024-03-15	35	53225	False
441	Eve	Brown	user441@example.com	M	Canada	2024-03-16	36	36643	False
442	Diana	Miller	user442@example.com	M	India	2024-03-17	53	66727	False
443	Frank	Johnson	user443@example.com	M	UK	2024-03-18	27	41005	False
444	Charlie	Jones	user444@example.com	M	Canada	2024-03-19	50	95697	False
445	Diana	Johnson	user445@example.com	M	USA	2024-03-20	67	46029	False
446	Eve	Miller	user446@example.com	F	USA	2024-03-21	22	44226	True
447	Bob	Williams	user447@example.com	M	Canada	2024-03-22	64	93646	False
448	Diana	Williams	user448@example.com	F	Canada	2024-03-23	66	90603	False
449	Bob	Williams	user449@example.com	F	Canada	2024-03-24	52	58731	True
450	Frank	Miller	user450@example.com	M	USA	2024-03-25	61	98926	True
451	Charlie	Williams	user451@example.com	F	USA	2024-03-26	51	35997	False
452	Alice	Brown	user452@example.com	F	Canada	2024-03-27	50	85506	True
453	Charlie	Jones	user453@example.com	F	Australia	2024-03-28	38	108229	False
454	Diana	Johnson	user454@example.com	F	Australia	2024-03-29	34	79815	True
455	Bob	Johnson	user455@example.com	F	India	2024-03-30	39	72092	False
456	Bob	Miller	user456@example.com	F	UK	2024-03-31	65	92539	True
457	Eve	Williams	user457@example.com	M	Australia	2024-04-01	54	96077	True
458	Bob	Williams	user458@example.com	F	USA	2024-04-02	32	51817	False
459	Eve	Smith	user459@example.com	F	Australia	2024-04-03	52	67861	False
460	Frank	Jones	user460@example.com	F	India	2024-04-04	45	43428	False
461	Alice	Brown	user461@example.com	M	India	2024-04-05	24	73934	False
462	Diana	Johnson	user462@example.com	F	UK	2024-04-06	49	40258	False
463	Eve	Smith	user463@example.com	M	Australia	2024-04-07	28	87775	True
464	Alice	Smith	user464@example.com	F	USA	2024-04-08	27	111580	False
465	Bob	Miller	user465@example.com	M	USA	2024-04-09	26	35469	False
466	Bob	Johnson	user466@example.com	M	Canada	2024-04-10	31	58854	True
467	Alice	Miller	user467@example.com	F	USA	2024-04-11	30	36256	True
468	Bob	Brown	user468@example.com	F	UK	2024-04-12	42	106256	False
469	Frank	Smith	user469@example.com	M	UK	2024-04-13	19	63937	True
470	Frank	Smith	user470@example.com	F	USA	2024-04-14	52	31651	True
471	Alice	Jones	user471@example.com	M	USA	2024-04-15	24	80288	False
472	Eve	Brown	user472@example.com	M	Canada	2024-04-16	38	114730	True
473	Eve	Smith	user473@example.com	M	USA	2024-04-17	35	55051	True
474	Alice	Brown	user474@example.com	M	Canada	2024-04-18	20	57386	False
475	Eve	Johnson	user475@example.com	M	Canada	2024-04-19	59	105054	False
476	Eve	Williams	user476@example.com	F	USA	2024-04-20	56	46184	True
477	Frank	Smith	user477@example.com	M	India	2024-04-21	58	63787	True
478	Eve	Jones	user478@example.com	M	India	2024-04-22	66	51621	False
479	Charlie	Johnson	user479@example.com	F	Canada	2024-04-23	28	105564	True
480	Diana	Brown	user480@example.com	M	USA	2024-04-24	56	107984	True
481	Bob	Miller	user481@example.com	F	India	2024-04-25	41	89792	True
482	Charlie	Johnson	user482@example.com	F	USA	2024-04-26	63	75253	False
483	Eve	Smith	user483@example.com	F	USA	2024-04-27	36	64051	True
484	Frank	Brown	user484@example.com	M	USA	2024-04-28	21	79811	True
485	Alice	Williams	user485@example.com	M	Australia	2024-04-29	43	60447	False
486	Eve	Johnson	user486@example.com	M	USA	2024-04-30	55	113930	True
487	Frank	Smith	user487@example.com	F	Australia	2024-05-01	59	60254	True
488	Diana	Jones	user488@example.com	M	Canada	2024-05-02	49	114045	False
489	Eve	Miller	user489@example.com	F	India	2024-05-03	56	87418	False
490	Alice	Brown	user490@example.com	M	India	2024-05-04	62	44472	False
491	Frank	Johnson	user491@example.com	F	India	2024-05-05	63	33471	False
492	Frank	Johnson	user492@example.com	M	India	2024-05-06	53	38329	True
493	Frank	Williams	user493@example.com	M	India	2024-05-07	57	64865	True
494	Diana	Williams	user494@example.com	M	India	2024-05-08	54	76850	False
495	Eve	Jones	user495@example.com	F	India	2024-05-09	50	84220	False
496	Diana	Miller	user496@example.com	F	Canada	2024-05-10	53	36397	True
497	Bob	Jones	user497@example.com	M	USA	2024-05-11	20	65525	False
498	Bob	Smith	user498@example.com	M	UK	2024-05-12	26	83072	True
499	Eve	Smith	user499@example.com	F	Australia	2024-05-13	25	113820	False
500	Diana	Jones	user500@example.com	F	UK	2024-05-14	50	114530	True
